RMSD,P-VALUE,INF,DI,MCQ,TM-SCORE,CAD,BARNABA,CLASH,GDT-TS,lDDT,QS-SCORE,DFIRE,rsRNASP,RASP,NAME
1.084139480588126e-06,1.0838842787197076e-06,9.786058826287348e-07,1.0541968726452279e-06,1.5432883720414223e-06,1.0727853929969494e-06,4.336295117305568e-06,1.0989859773731962e-06,8.178237345081452e-07,8.522941832890153e-07,1.435304929597935e-06,1.05589085136498e-06,1.0520817829441587e-06,1.8298281410956014e-06,1.4021609852453619e-06,1y699
9.070768478680778e-07,8.871560184338226e-07,9.086159404302526e-07,8.972467892054416e-07,1.3775178979350955e-06,1.0301003456994692e-06,2.303993058167466e-06,9.230097192053942e-07,7.902472845653823e-07,8.124386849336228e-07,1.1505498331006742e-06,1.0187890600060343e-06,9.392854114825692e-07,1.1838284787567e-06,9.333563668477569e-07,1e8oE
8.427662481866948e-07,8.681161678466916e-07,8.614604669165626e-07,8.640487330610272e-07,1.326141494881097e-06,9.946714201884344e-07,1.6475943736310327e-06,8.899519032572995e-07,8.161670549204716e-07,8.07512319935673e-07,1.0840143829232125e-06,9.898265149994502e-07,8.791990302508353e-07,1.068575720703767e-06,8.581299003018401e-07,1q96C
8.213071111441666e-07,8.225162473482079e-07,8.19966152691607e-07,8.55021431071206e-07,1.2461918039854354e-06,9.865347374976216e-07,1.179790065131479e-06,8.584281712743547e-07,8.129088635960117e-07,8.253868822741501e-07,1.0381074982824026e-06,1.014584995772463e-06,8.651761024941384e-07,1.0333327838658057e-06,8.34102505595223e-07,2bs1S
8.135519477461922e-07,8.45692752018957e-07,8.20278005748361e-07,8.42220097333521e-07,1.2881990869810654e-06,1.012753077355765e-06,1.3864549487113245e-06,8.581646691549886e-07,7.865248717572289e-07,8.129716800767381e-07,1.0518410004177824e-06,1.0017883596256618e-06,8.822954103930047e-07,1.032025884166087e-06,8.581039727557108e-07,1ec6D
1.036381447901535e-06,1.0138908286652562e-06,9.524512339359191e-07,1.0255357637210353e-06,1.0332827685595928e-06,1.0515485526777144e-06,2.9238725849794205e-06,9.828357600696111e-07,8.012951695869159e-07,8.325464927505209e-07,1.245063061311836e-06,1.0163848206644979e-06,9.765921735447425e-07,1.2728346054260863e-06,1.0601445666381965e-06,1y26X
8.419982424749656e-07,8.565981600950848e-07,8.41551273186959e-07,8.677180021937434e-07,1.3257650530089597e-06,1.0178966846217627e-06,1.5464085454573102e-06,8.822735580824095e-07,8.196995225460903e-07,8.054797462480004e-07,1.0797080607160766e-06,1.0498693659979984e-06,8.672911267295625e-07,1.0546508309786136e-06,8.424542028498736e-07,387dA
8.832512691719776e-07,8.576762141755073e-07,8.520972824437218e-07,8.66809729962209e-07,1.3146197232431698e-06,1.0001133790400768e-06,1.8513808911289163e-06,8.76988425738014e-07,8.016212534794401e-07,7.977786986860431e-07,1.1132855956557944e-06,1.0500402876794062e-06,8.597209238390804e-07,1.092447948125874e-06,8.843991733371291e-07,1et4E
8.282653330134188e-07,8.762465583579977e-07,8.211124643265703e-07,8.171912613277562e-07,9.90541859414927e-07,1.013907125220141e-06,1.3993014807521218e-06,8.67700515217798e-07,8.423528482132103e-07,7.918377191298941e-07,1.0735870661853228e-06,1.0069452163765936e-06,8.70381801336143e-07,1.0207817918071031e-06,8.540768399565233e-07,361dB
9.211093678169329e-07,9.083048372294177e-07,8.922192534194733e-07,8.956100128041949e-07,1.3497854548964016e-06,1.0193445112368875e-06,1.8236629386574484e-06,9.042569471231516e-07,8.006713508499445e-07,8.131569613940814e-07,1.1099990831244144e-06,1.0593449002216643e-06,8.893190863015997e-07,1.0924795286333092e-06,8.821228283869499e-07,2drbB
9.631440211090005e-07,9.779040346109763e-07,9.144667973025939e-07,9.765719984216407e-07,1.41443735455571e-06,1.0335203262699813e-06,2.777083884727499e-06,9.677972536824862e-07,8.075600181500495e-07,8.43119915833128e-07,1.2423584595686373e-06,1.0158786827279006e-06,9.596167172767482e-07,1.2854734455769513e-06,9.977201864304596e-07,1y27X
9.019343291599147e-07,8.915302541498101e-07,8.626895789045038e-07,8.944343554978327e-07,1.0197200255070706e-06,1.040849834992499e-06,2.2536910660193802e-06,9.143332901213046e-07,8.193665721080522e-07,8.266491985512099e-07,1.1534167961998076e-06,1.017272362525893e-06,9.19012116612395e-07,1.1474224560800264e-06,9.17690180974819e-07,1xjrA
1.1326352689489293e-06,1.0944259395046667e-06,1.0676309713777813e-06,1.1198939829316838e-06,1.436591669322037e-06,1.0412537678728859e-06,2.904604397818739e-06,9.968335108222421e-07,8.304342116380422e-07,8.162449174858413e-07,1.2488861922103402e-06,1.074348014027996e-06,9.438596470019399e-07,1.3368658422680464e-06,1.0293749428893513e-06,2oiuQ
1.3056152126849718e-06,1.3137454436853788e-06,1.312907627031079e-06,1.2860319627990356e-06,1.0618674775465286e-06,1.0724675945509558e-06,4.457206924712572e-06,1.0905847717996458e-06,8.126584530933522e-07,8.725819767420735e-07,1.4193801959130149e-06,1.0455115847051245e-06,1.0817346394551889e-06,1.7431989013633753e-06,1.4346350347856023e-06,2il9M
1.1441365065409619e-06,1.120574895480564e-06,1.12028082388612e-06,1.1252952295993705e-06,1.0981494958464445e-06,1.0963699361512818e-06,5.587642942249503e-06,1.2071625348394189e-06,8.246299671668211e-07,8.419754473422387e-07,1.55830766264735e-06,1.0499314494856514e-06,1.1660050965081548e-06,2.4638047709122623e-06,1.7193254156530575e-06,1u9sA
9.458713436272436e-07,9.580227401013594e-07,9.03493801600858e-07,9.28739388377918e-07,1.4102424807482427e-06,1.0355506854151872e-06,2.621887281328054e-06,9.595079468774547e-07,8.01639427247166e-07,8.021406024449574e-07,1.201971920195e-06,1.0259086248693528e-06,9.529991813888029e-07,1.2434049193664286e-06,1.0049676848272943e-06,1un6F
1.1915703882824928e-06,1.1967378741656609e-06,1.2436903082082249e-06,1.2204790144634483e-06,1.1027620705256188e-06,1.1821359174202967e-06,8.492412587974403e-06,1.4445789888418153e-06,8.233641908777543e-07,8.587135213170624e-07,2.185331891498383e-06,1.1488970998029854e-06,1.294873920407374e-06,3.3036758130976075e-06,2.439908694481809e-06,2a64A
8.314377878957441e-07,8.464379791177336e-07,8.427810129467168e-07,8.242948703238473e-07,1.003310664822344e-06,9.989043571748593e-07,1.6371920992648138e-06,8.577266605135281e-07,8.042820359195519e-07,8.080650638277087e-07,1.0545831552649765e-06,9.884436353636665e-07,9.150992175656299e-07,1.0626637660091641e-06,8.921510599582875e-07,437dA
1.0571066919317462e-06,1.0267316892392291e-06,9.59539869029074e-07,1.0027959287904048e-06,1.496583724447717e-06,1.0628702630907908e-06,3.866456615651214e-06,1.0833201669428264e-06,8.209080367378529e-07,8.163984931966877e-07,1.3598638708181855e-06,1.039974921903354e-06,1.0669327563877443e-06,1.6238252150441178e-06,1.2510660518308584e-06,1z43A
9.936055611038766e-07,9.976193057415604e-07,1.021814375377361e-06,1.0016103000755208e-06,1.0292311820183925e-06,1.0754084626767826e-06,4.663648567031631e-06,1.1311739721868812e-06,8.110719864846837e-07,8.370609831968611e-07,1.4664991087041648e-06,1.0618979204775657e-06,1.0832404935867858e-06,1.976980973812282e-06,1.4499419503689593e-06,1mfqA
8.265826377915877e-07,8.265905433356118e-07,8.501603153569331e-07,8.556252616213702e-07,9.741113375986332e-07,1.0423651180315594e-06,1.631938795640236e-06,8.749706218110638e-07,7.831411277413715e-07,7.988842846322358e-07,1.1057501123295186e-06,9.959589543270795e-07,8.81093983065672e-07,1.0550071911594501e-06,8.546895307349895e-07,2bh2D
9.084402776285535e-07,8.91567574875054e-07,8.421784922298289e-07,8.714150376294135e-07,1.336697429615469e-06,1.0448496709765529e-06,1.911796996267338e-06,9.01120092935316e-07,8.150788067837973e-07,8.091537942708766e-07,1.1118251911273392e-06,1.0068797792000972e-06,9.038354186148401e-07,1.1261114584048504e-06,8.993850821782819e-07,1kogP
9.369992813740192e-07,8.55283149409531e-07,8.778578876065592e-07,8.774735222983338e-07,1.0010661232977118e-06,1.0464178636696324e-06,2.3832082428130245e-06,9.527818716693665e-07,8.272702115168622e-07,8.04818974410384e-07,1.2025746486825117e-06,1.0706382424676918e-06,9.244458767332459e-07,1.1253412081260635e-06,9.376410388280782e-07,1serT
8.395904591502598e-07,8.4627677850134e-07,8.368475017274816e-07,8.400440444425839e-07,9.821526575863871e-07,1.0239297365993401e-06,1.6461589048807038e-06,8.952921253136477e-07,7.785156108823016e-07,8.202277165197322e-07,1.1042578740078554e-06,1.0024776914946315e-06,8.98640263561622e-07,1.0638209759684596e-06,8.840708297300599e-07,1jidB
9.176564227382592e-07,9.223132697612607e-07,8.760931729414774e-07,9.289333527909816e-07,1.388062887114627e-06,1.02625010999552e-06,2.3657450571564177e-06,9.583893374520909e-07,8.333211950796991e-07,7.99665386690988e-07,1.184167662967732e-06,1.0281553893678753e-06,8.894921456134495e-07,1.1609686890475006e-06,9.595281817066647e-07,2qwyC
1.0285716218519308e-06,9.910880487241147e-07,9.651019921452711e-07,9.902217833623274e-07,1.4583838292546897e-06,1.0320466837029752e-06,3.6313153239232156e-06,1.064880340862421e-06,7.915029852538898e-07,8.044376173730238e-07,1.324366051206296e-06,1.0531258119974328e-06,1.0337987294244314e-06,1.5401266400662049e-06,1.2000797196206773e-06,2gisA
8.550188866013186e-07,8.814156853741523e-07,8.553690548232057e-07,8.418719044139036e-07,1.2930181439374552e-06,1.0248981715762814e-06,1.7021369583091304e-06,8.751322613499291e-07,8.288090908919462e-07,7.902046168842697e-07,1.1235158445625906e-06,1.009846040261658e-06,8.970660695469909e-07,1.052227644704904e-06,8.966036281432325e-07,1ooaD
8.377077070908257e-07,8.34813766343742e-07,8.436485287787446e-07,8.37216765361823e-07,1.0102184193738605e-06,1.0467271864474594e-06,1.5419211996447195e-06,8.631561255683858e-07,8.187539693449236e-07,7.926445389057156e-07,1.0527306802526907e-06,1.0376538172294637e-06,8.64309853995198e-07,1.0339696635814376e-06,8.542585547410071e-07,1xokA
8.34329527262104e-07,8.408810177364705e-07,8.381790336740842e-07,8.30388713161721e-07,1.2506750155425287e-06,9.972380896368904e-07,1.4078842921151061e-06,8.83151921307156e-07,8.170105507868745e-07,8.047608511332932e-07,1.0707069082339698e-06,9.964314193705685e-07,8.566595729676615e-07,1.0193606017365066e-06,8.564925996346709e-07,1urnQ
8.849037720039653e-07,8.808466112015393e-07,8.580609171564313e-07,8.915937965644753e-07,1.3486632341091734e-06,1.0165233927908896e-06,1.8098900459608433e-06,8.985171645801989e-07,8.259999086668829e-07,8.261967835317627e-07,1.103739424064682e-06,9.934811347401868e-07,8.9531514679521e-07,1.0746915814657435e-06,9.257693000228272e-07,1mjiD
1.0639507789695366e-06,1.0182698820704895e-06,9.71826433352199e-07,1.0302265382952077e-06,1.4323130101823431e-06,1.0494287974687838e-06,2.9554845287076394e-06,9.854222592958825e-07,8.345970196166221e-07,8.311688355849985e-07,1.2355709967822433e-06,1.058545944175822e-06,9.581091808842652e-07,1.3227739829836985e-06,1.038238944059135e-06,2zniD
1.8184510650624133e-06,1.7895375030795925e-06,1.5998302339858688e-06,1.836027147285463e-06,1.2339645638503167e-06,1.3584668113509331e-06,1.333130600666105e-05,1.8029992707118148e-06,8.38871219989866e-07,9.235201459076884e-07,2.9610683195996446e-06,1.146243406285735e-06,1.919189134263904e-06,8.516071644392514e-06,6.755080120799991e-06,3eogA
8.773630450300279e-07,8.872139538180921e-07,8.875594315082284e-07,8.801612992492424e-07,1.021448192268283e-06,1.024415391764727e-06,1.866345126777798e-06,8.814922981554286e-07,7.957501361405469e-07,8.137052971082055e-07,1.1281195172721125e-06,1.0330907477815394e-06,8.734872656539408e-07,1.072040971759097e-06,8.971374210589208e-07,1f1tA
8.323055941699617e-07,8.404073380068681e-07,8.488551376737113e-07,8.32701833664199e-07,9.717328244055895e-07,1.0274607860827748e-06,1.4726318121504943e-06,8.705888573659092e-07,8.279198374312194e-07,7.857083869213962e-07,1.0705338121087772e-06,1.0075600474573884e-06,8.636355638236235e-07,1.07604982652583e-06,8.602380026001985e-07,1zl3B
8.409580930191254e-07,8.263558421304673e-07,8.160079399736882e-07,8.6750287630604e-07,9.680647628998528e-07,1.0335633053003057e-06,1.4185110069376684e-06,8.694700603907983e-07,8.21952584910963e-07,8.182225131284973e-07,1.0623759767178218e-06,1.0189099157926892e-06,9.105039298370508e-07,1.0519697452286888e-06,8.783185330967531e-07,2i82H
8.791502134540346e-07,8.610013660399035e-07,8.670371486648258e-07,8.896667161562097e-07,1.3300951196166353e-06,1.0145756120370755e-06,1.642701454148141e-06,8.790284583746529e-07,8.123232493137611e-07,8.291074600265822e-07,1.0838088138593041e-06,1.0332161325306121e-06,9.090062676474924e-07,1.0646860988258405e-06,8.785878729825925e-07,2nufD
9.99686925905902e-07,9.835324142694103e-07,9.258807153829442e-07,9.838604532433282e-07,1.4265618428916969e-06,1.0318661823050074e-06,2.868266931227147e-06,9.776359587001921e-07,8.106198497022062e-07,7.818729965905996e-07,1.2433839845836948e-06,1.0100797328359517e-06,9.58414099871428e-07,1.2785580617326404e-06,1.0372098966540792e-06,1kxkA
9.032772292617431e-07,9.218202706718761e-07,9.072994283174991e-07,9.380968281730108e-07,1.3849445264751506e-06,1.0069163412222343e-06,2.4574529864410536e-06,9.755569409694865e-07,8.349694203219937e-07,7.968662281056553e-07,1.2137801850661886e-06,1.0238928253854298e-06,9.40439783514827e-07,1.2452455694089517e-06,9.507864564514638e-07,1kuqB
8.400257124635567e-07,8.502288846037586e-07,8.36594589670888e-07,8.462779864713914e-07,1.279379510949945e-06,1.033928890662157e-06,1.2965747681468344e-06,8.787633006609629e-07,8.086421643288523e-07,8.088784803434946e-07,1.052866832394805e-06,1.0119540147163773e-06,8.343180959700474e-07,1.0403203045190194e-06,8.474693294236689e-07,1zbhF
1.0808182113361226e-06,1.0763474281828607e-06,1.0765435896620929e-06,1.0688832222010653e-06,1.049082456883502e-06,1.0959794126098002e-06,5.440514098101572e-06,1.174979062542469e-06,8.139667722348495e-07,8.6283522137555e-07,1.5508456836836194e-06,1.0743813752288218e-06,1.1940733160497754e-06,2.142687249422897e-06,1.688417841103956e-06,2qbzX
8.643292947529382e-07,8.451487856836598e-07,8.425695261166533e-07,8.504129532207309e-07,1.2618296315677297e-06,1.008266444315369e-06,1.4559734449143318e-06,8.693879896728627e-07,8.290197610281546e-07,8.025582861107464e-07,1.0466231018495953e-06,1.0290884452688418e-06,8.781593860669446e-07,1.0500997251770215e-06,8.748863824815745e-07,2w2hS
9.156910828267933e-07,8.955196509528827e-07,8.660060422567157e-07,9.507940479743866e-07,1.3727037399672273e-06,1.0386665039135899e-06,2.1800744020005537e-06,9.338307910895067e-07,8.067878137463963e-07,8.124903136770463e-07,1.122172986960953e-06,1.0412777217594147e-06,9.296855106013188e-07,1.1603220892960716e-06,9.148278513732108e-07,2nueC
9.187884014038464e-07,9.132154960175034e-07,9.277955454764853e-07,9.089468611309923e-07,9.996621088538487e-07,1.0434720425360222e-06,2.5812933060948302e-06,9.78180176335522e-07,8.124365388717598e-07,8.086768822503891e-07,1.1817217328359805e-06,1.0282172242273838e-06,9.781913053959332e-07,1.1869966921038396e-06,9.79563901317458e-07,1y39D
9.513064365468263e-07,9.194065571781086e-07,9.078682208224182e-07,9.362955183735511e-07,1.3961917485756489e-06,1.043522391127687e-06,2.5016246232157575e-06,9.68698028509042e-07,8.259197843285342e-07,8.494118489081375e-07,1.1665784415543992e-06,1.0177622298880225e-06,9.538174975792557e-07,1.217137281018444e-06,9.764506956968534e-07,1mzpB
9.126540976820493e-07,9.297485787251491e-07,8.751933797361405e-07,8.815544622562115e-07,1.3395890789080585e-06,1.0312451292406735e-06,2.274783238086581e-06,9.539895317404795e-07,8.199634129266926e-07,7.970490634583066e-07,1.151908523040454e-06,1.0301185936346425e-06,9.136619319947118e-07,1.1330355901243806e-06,9.352474923690589e-07,2pxvB
1.1963173968212771e-05,1.1927102518185845e-05,1.141111375251782e-05,1.2067700326591774e-05,6.357936272352745e-06,2.335081380773249e-05,5.496101898818671e-05,5.7217217240748805e-06,1.0344135476865642e-06,3.4009394181952804e-06,1.9455624589590168e-05,1.7212034448273563e-06,6.645135844785075e-06,0.00012073311282667553,8.809294124584636e-05,3df3A
8.725991348198156e-07,8.772150507122342e-07,8.542227806150385e-07,8.678299043202943e-07,1.3196670630969187e-06,1.0500832538910592e-06,1.4735496296867492e-06,8.717021458158224e-07,8.112889936294018e-07,7.946836320782524e-07,1.0756641935414444e-06,9.971940359693123e-07,9.14816705793027e-07,1.0445460001308157e-06,8.440262028859861e-07,2uwmD
8.550237106635539e-07,8.542797664611147e-07,8.512263235352254e-07,8.581820019638067e-07,1.301964621219641e-06,1.0593176969110254e-06,1.646758652106984e-06,8.937070839062973e-07,8.095673089262562e-07,8.233302157530007e-07,1.0873191869191727e-06,1.0040261117871905e-06,8.451145885973214e-07,1.065508800914893e-06,8.619812107157358e-07,1msyA
8.325608567737056e-07,8.597975794636165e-07,8.434216562055971e-07,8.241323251192668e-07,1.0182062802927892e-06,1.0269335059358907e-06,1.4337396025276679e-06,8.378647670060417e-07,8.148404719374785e-07,7.977051751318354e-07,1.0732494518820934e-06,1.0258567961005828e-06,8.651273589082606e-07,1.018021153485644e-06,8.483263952417848e-07,1njp5
8.453254122145132e-07,8.653612552816987e-07,8.372290912162852e-07,8.454576648813871e-07,1.297360708801856e-06,1.0356551795243852e-06,1.4934791817019548e-06,8.694073454302237e-07,8.117230844877958e-07,8.298886001982748e-07,1.088390335998068e-06,1.0325630797164887e-06,8.50354847149562e-07,1.0417862746068982e-06,8.751039354126887e-07,2pjpB
1.0138933080125708e-06,1.0172110815411317e-06,9.63070557947046e-07,1.012037685366707e-06,1.4214158372345869e-06,1.065256645773352e-06,3.1221916343653625e-06,9.689143613375808e-07,8.171368466181268e-07,8.003601245357905e-07,1.2331788795687196e-06,1.0741272349086045e-06,9.74383843966641e-07,1.3538758970453611e-06,1.0783542106721616e-06,3f1gZ
0.00015120573731620604,0.00015042688628765053,0.00015094800112870686,0.00015171145007632957,1.6419955668345613e-05,0.00026641342676670516,0.00011293265127016209,1.1162365272720815e-05,1.2325245293970128e-06,6.798675723008931e-06,5.9480769989889984e-05,2.5423526082305e-06,1.419132026500515e-05,0.0004924772839222718,0.00031312860365724775,3f1hA
9.164506736056814e-07,9.025187820164783e-07,8.803275094918772e-07,8.956584274918691e-07,1.361153376287615e-06,1.012503280777033e-06,1.937492005699305e-06,9.154616286273407e-07,8.099864774994714e-07,8.212487493857163e-07,1.139118552114221e-06,1.0320429842530821e-06,8.66762214910332e-07,1.0979068728478813e-06,9.21441183495844e-07,1zhoH
1.0128433487902343e-06,9.869203873448536e-07,1.0011287701207543e-06,9.8416478325776e-07,1.0552597693171405e-06,1.0855050655280336e-06,4.073921342437102e-06,1.0431811023257628e-06,8.437999536974084e-07,8.255200609003083e-07,1.3890175652762512e-06,1.0474712747429312e-06,1.0718287222544439e-06,1.6739336576342403e-06,1.276479167801399e-06,3f30X
8.711833173424301e-07,9.015174689040425e-07,8.249163497623618e-07,8.710561255764821e-07,1.3540238313139716e-06,9.96752549912236e-07,1.6759853695049366e-06,8.982481748426561e-07,7.718976783016899e-07,8.195326845316393e-07,1.1078014690512166e-06,1.0435393488370086e-06,9.008243394230576e-07,1.0545937959162877e-06,9.289528880097401e-07,2ipyD
1.3568230404878444e-06,1.3445056169335934e-06,1.2953121502515825e-06,1.3465419845321772e-06,1.491271256561795e-06,1.044392342777623e-06,4.313810070687847e-06,1.099429873610838e-06,8.120810600915843e-07,8.421239446031675e-07,1.439382215277995e-06,1.0741943189049325e-06,1.0427079231377888e-06,1.8165218400895686e-06,1.3781335605141526e-06,3f1hB
9.779441794153676e-07,9.581496467688896e-07,9.276924414706219e-07,9.523612478702464e-07,1.4296043665862334e-06,1.0417543038524805e-06,3.0166625626238103e-06,1.0203791818490431e-06,8.11459547270448e-07,8.146089297396024e-07,1.2448567608975233e-06,1.0246980313809699e-06,9.709161260395934e-07,1.3713593944432057e-06,1.0473636478772613e-06,2dr2B
8.688894594358917e-07,9.001150928485864e-07,8.450692327690521e-07,8.793468275582414e-07,1.3357431663816422e-06,1.0091322829599033e-06,1.8074113176205843e-06,9.073962158788038e-07,7.993439866141525e-07,7.920994330809708e-07,1.1101981384629956e-06,1.0638258189519745e-06,8.950644880074768e-07,1.0627866518034965e-06,8.880278904829333e-07,3gcaA
